Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
X360,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,E,Bueno,0,0,0
X360,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,E,Excelente,2,3,0
X360,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,T,Excelente,0,5,1
X360,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,M,Bueno,5,0,1
X360,Action,Take-Two Interactive,1.85,0.12,0.01,0.13,2.1,E,Excelente,5,5,2
X360,Action,Take-Two Interactive,3.71,1.97,0.09,0.58,6.35,M,Excelente,7,2,3
X360,Action,Take-Two Interactive,6.77,3.07,0.14,1.03,11.01,M,Excelente,6,2,4
X360,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,T,Malo,2,1,0
X360,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,T,Malo,2,1,0
X360,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,T,Malo,2,3,0
X360,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,T,Aceptable,2,3,0
X360,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,T,Aceptable,2,3,0
X360,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,T,Aceptable,2,3,0
X360,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,T,Malo,2,1,0
X360,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,T,Aceptable,2,1,0
X360,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,T,Malo,2,1,0
X360,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,M,Malo,2,1,0
X360,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,T,Malo,2,3,0
X360,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,T,Malo,2,3,0
X360,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,M,Excelente,0,6,1
X360,Action,Telltale Games,0.15,0.0,0.0,0.01,0.16,T,Aceptable,2,3,0
X360,Action,Ubisoft,0.07,0.14,0.0,0.03,0.24,E10+,Aceptable,2,0,0
X360,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,T,Malo,0,0,0
X360,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,T,Excelente,0,0,0
X360,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,T,Bueno,2,0,0
X360,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,T,Bueno,0,0,0
X360,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,T,Bueno,0,1,0
X360,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,M,Malo,2,0,0
X360,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,T,Excelente,0,5,1
X360,Action,Ubisoft,0.59,0.34,0.0,0.09,1.01,M,Bueno,0,0,1
X360,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,M,Excelente,0,5,1
X360,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,M,Excelente,5,5,2
X360,Action,Ubisoft,1.9,1.11,0.01,0.29,3.31,M,Excelente,3,5,2
X360,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,M,Excelente,3,5,2
X360,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,M,Excelente,3,2,3
X360,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,T,Bueno,2,1,0
X360,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,T,Malo,2,3,0
X360,Action,Vivendi Games,0.26,0.13,0.0,0.04,0.44,T,Bueno,2,0,0
X360,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,E10+,Aceptable,2,0,0
X360,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,T,Malo,2,3,0
X360,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0.0,0.04,0.45,E10+,Aceptable,2,0,0
X360,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,M,Aceptable,2,1,0
X360,Action,Warner Bros. Interactive Entertainment,0.51,0.38,0.0,0.09,0.98,E10+,Bueno,0,0,1
X360,Action,Warner Bros. Interactive Entertainment,0.53,0.24,0.0,0.08,0.85,M,Aceptable,0,0,1
X360,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.24,E10+,Excelente,0,0,1
X360,Action,Warner Bros. Interactive Entertainment,0.69,0.49,0.0,0.11,1.29,E10+,Aceptable,0,0,1
X360,Action,Warner Bros. Interactive Entertainment,0.9,0.62,0.0,0.15,1.67,E10+,Bueno,5,0,1
X360,Action,Warner Bros. Interactive Entertainment,0.95,0.48,0.0,0.14,1.56,E10+,Bueno,5,0,1
X360,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,T,Excelente,3,5,3
X360,Adventure,Atari,0.14,0.3,0.0,0.05,0.49,M,Malo,2,0,0
X360,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,E,Malo,2,3,0
X360,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,E10+,Malo,2,3,0
X360,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,M,Aceptable,2,1,0
X360,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,M,Aceptable,2,3,0
X360,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,E10+,Aceptable,2,3,0
X360,Adventure,Take-Two Interactive,1.53,0.92,0.02,0.24,2.7,M,Excelente,5,5,2
X360,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,T,Malo,2,3,0
X360,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,M,Malo,2,3,0
X360,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,M,Excelente,7,2,3
X360,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,T,Bueno,2,1,0
X360,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,T,Bueno,2,1,0
X360,Fighting,Atlus,0.07,0.01,0.0,0.01,0.09,T,Excelente,2,3,0
X360,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01,T,Excelente,2,1,0
X360,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,T,Bueno,2,1,0
X360,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,T,Malo,2,3,0
X360,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,T,Bueno,2,0,0
X360,Fighting,Electronic Arts,0.95,0.33,0.0,0.13,1.4,T,Excelente,5,0,1
X360,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,T,Excelente,5,5,1
X360,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,M,Aceptable,2,1,0
X360,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,M,Malo,2,3,0
X360,Fighting,Midway Games,1.54,0.23,0.0,0.16,1.94,T,Bueno,5,5,2
X360,Fighting,Namco Bandai Games,0.0,0.0,0.0,0.0,0.01,T,Excelente,2,3,0
X360,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,T,Malo,2,3,0
X360,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,T,Malo,2,3,0
X360,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,T,Aceptable,2,3,0
X360,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,T,Excelente,2,1,0
X360,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,T,Bueno,2,1,0
X360,Fighting,Namco Bandai Games,0.3,0.16,0.01,0.05,0.51,T,Aceptable,2,1,0
X360,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,T,Malo,2,1,0
X360,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,T,Malo,0,5,0
X360,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,T,Bueno,0,5,0
X360,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,T,Bueno,0,5,1
X360,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,T,Malo,0,5,1
X360,Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,T,Excelente,0,6,1
X360,Fighting,PQube,0.23,0.04,0.02,0.02,0.31,T,Excelente,2,1,0
X360,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.08,M,Malo,2,3,0
X360,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,T,Bueno,2,1,0
X360,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,T,Excelente,2,1,0
X360,Fighting,THQ,0.18,0.14,0.0,0.03,0.34,T,Bueno,2,0,0
X360,Fighting,THQ,0.2,0.15,0.0,0.04,0.39,T,Bueno,2,0,0
X360,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,T,Excelente,0,5,1
X360,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,T,Bueno,0,0,1
X360,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,T,Bueno,0,0,1
X360,Fighting,THQ,0.9,0.31,0.0,0.11,1.32,T,Excelente,0,0,1
X360,Fighting,THQ,0.92,0.38,0.0,0.13,1.43,T,Bueno,5,0,1
X360,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,M,Malo,2,1,0
X360,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,M,Excelente,2,1,0
X360,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,T,Aceptable,2,3,0
X360,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,E10+,Aceptable,2,3,0
X360,Fighting,Ubisoft,0.31,0.23,0.0,0.06,0.6,T,Malo,0,0,0
X360,Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,T,Excelente,5,6,1
X360,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.33,M,Bueno,2,1,0
X360,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0.0,0.11,1.38,T,Excelente,5,0,1
X360,Fighting,Warner Bros. Interactive Entertainment,1.64,0.31,0.0,0.16,2.11,M,Excelente,5,5,2
X360,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,E10+,Bueno,2,3,0
X360,Misc,Activision,0.16,0.1,0.0,0.03,0.29,T,Malo,2,3,0
X360,Misc,Activision,0.23,0.15,0.0,0.04,0.42,T,Bueno,2,0,0
X360,Misc,Activision,0.47,0.31,0.0,0.08,0.86,T,Bueno,0,0,1
X360,Misc,Activision,0.51,0.21,0.0,0.07,0.79,E10+,Bueno,0,0,1
X360,Misc,Activision,0.52,0.2,0.0,0.07,0.8,T,Excelente,0,0,1
X360,Misc,Activision,0.57,0.39,0.0,0.11,1.07,T,Excelente,0,0,1
X360,Misc,Activision,0.65,0.12,0.0,0.06,0.83,T,Excelente,0,0,1
X360,Misc,Activision,1.78,0.63,0.0,0.25,2.66,T,Excelente,5,5,2
X360,Misc,Activision,2.01,0.02,0.0,0.17,2.2,T,Excelente,5,5,2
X360,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,M,Malo,2,1,0
X360,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,E,Malo,2,0,0
X360,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,E,Aceptable,2,0,0
X360,Misc,Electronic Arts,0.16,0.09,0.0,0.02,0.28,E,Aceptable,2,3,0
X360,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.59,E,Malo,0,0,0
X360,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,T,Excelente,5,5,2
X360,Misc,Electronic Arts,1.93,0.33,0.0,0.21,2.47,T,Excelente,5,5,2
X360,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,T,Malo,2,3,0
X360,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,E,Aceptable,2,3,0
X360,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.2,E10+,Aceptable,2,1,0
X360,Misc,Konami Digital Entertainment,0.26,0.0,0.0,0.02,0.28,T,Malo,2,0,0
X360,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,T,Aceptable,2,3,0
X360,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,T,Excelente,3,5,2
X360,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,T,Aceptable,0,0,0
X360,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,E,Malo,2,3,0
X360,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,T,Bueno,0,0,0
X360,Misc,Microsoft Game Studios,0.43,0.01,0.0,0.04,0.48,T,Bueno,2,0,0
X360,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,T,Excelente,0,0,1
X360,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,T,Excelente,5,5,2
X360,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,E,Malo,2,3,0
X360,Misc,Sega,0.16,0.06,0.0,0.02,0.24,T,Malo,2,3,0
X360,Misc,Sega,0.86,0.43,0.0,0.13,1.42,E10+,Bueno,5,0,1
X360,Misc,THQ,0.05,0.03,0.0,0.01,0.09,E10+,Aceptable,2,3,0
X360,Misc,THQ,0.07,0.03,0.0,0.01,0.11,T,Malo,2,3,0
X360,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,T,Aceptable,2,3,0
X360,Misc,Ubisoft,0.73,0.17,0.0,0.1,1.0,E10+,Bueno,0,0,1
X360,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,T,Bueno,0,5,1
X360,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,E10+,Bueno,0,0,1
X360,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,T,Malo,2,3,0
X360,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,E,Bueno,0,0,0
X360,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0.0,0.05,0.56,E10+,Bueno,0,0,0
X360,Platform,Activision,0.1,0.0,0.0,0.01,0.11,E10+,Aceptable,2,3,0
X360,Platform,Activision,0.49,0.04,0.0,0.04,0.57,T,Aceptable,0,0,0
X360,Platform,Activision,0.87,0.34,0.0,0.12,1.33,E10+,Excelente,0,0,1
X360,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,E10+,Malo,2,3,0
X360,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,M,Aceptable,2,1,0
X360,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,E10+,Malo,2,3,0
X360,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,E10+,Malo,2,3,0
X360,Platform,Sega,0.44,0.48,0.0,0.11,1.04,E10+,Malo,0,0,1
X360,Platform,Sega,0.54,0.32,0.0,0.09,0.95,E10+,Aceptable,0,0,1
X360,Platform,THQ,0.1,0.04,0.0,0.01,0.15,E10+,Bueno,2,3,0
X360,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.09,E,Aceptable,2,3,0
X360,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,E10+,Malo,2,3,0
X360,Platform,Ubisoft,0.19,0.22,0.0,0.04,0.44,E10+,Excelente,2,0,0
X360,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,E10+,Excelente,0,0,1
X360,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,E10+,Aceptable,2,3,0
X360,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,E10+,Malo,2,3,0
X360,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,T,Malo,2,3,0
X360,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,E,Bueno,2,1,0
X360,Puzzle,PopCap Games,0.13,0.0,0.0,0.01,0.14,E,Bueno,2,3,0
X360,Racing,Activision,0.09,0.0,0.0,0.01,0.1,E,Bueno,2,3,0
X360,Racing,Activision,0.1,0.0,0.0,0.01,0.11,T,Malo,2,3,0
X360,Racing,Activision,0.18,0.0,0.0,0.02,0.2,E,Malo,2,3,0
X360,Racing,Activision,0.25,0.27,0.0,0.06,0.59,E10+,Excelente,0,0,0
X360,Racing,Atari,0.06,0.09,0.0,0.02,0.17,E,Bueno,2,3,0
X360,Racing,Atari,0.23,0.04,0.02,0.02,0.32,E10+,Excelente,2,1,0
X360,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,E10+,Bueno,2,3,0
X360,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,E,Aceptable,2,3,0
X360,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,E,Aceptable,2,0,0
X360,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,E,Bueno,2,0,0
X360,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,E,Aceptable,2,0,0
X360,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,E10+,Bueno,2,0,0
X360,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,E,Bueno,2,0,0
X360,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,E,Aceptable,2,0,0
X360,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,E,Excelente,0,5,1
X360,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,E,Excelente,0,5,1
X360,Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,T,Excelente,0,5,1
X360,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,E,Excelente,0,0,1
X360,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,M,Malo,2,3,0
X360,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.6,E10+,Excelente,0,0,0
X360,Racing,Disney Interactive Studios,1.38,0.84,0.0,0.25,2.47,E,Excelente,5,5,2
X360,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,E,Aceptable,2,3,0
X360,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,E,Malo,2,0,0
X360,Racing,Electronic Arts,0.38,0.35,0.01,0.07,0.79,E10+,Bueno,0,6,1
X360,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,E10+,Excelente,0,0,0
X360,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,T,Excelente,5,5,1
X360,Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,E10+,Excelente,0,5,1
X360,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,E,Excelente,5,5,2
X360,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,E10+,Bueno,5,5,1
X360,Racing,Electronic Arts,0.8,0.7,0.01,0.18,1.69,T,Aceptable,5,5,1
X360,Racing,Electronic Arts,1.03,0.96,0.0,0.21,2.2,E10+,Excelente,5,5,2
X360,Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12,1.43,E,Malo,5,0,1
X360,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,E,Excelente,3,2,3
X360,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,E,Excelente,3,5,2
X360,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,E,Excelente,7,2,3
X360,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,T,Bueno,2,3,0
X360,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,E,Bueno,2,1,0
X360,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,E,Malo,2,3,0
X360,Racing,Sega,0.12,0.28,0.0,0.05,0.45,E,Bueno,2,0,0
X360,Racing,Sega,0.75,0.25,0.0,0.09,1.09,E,Malo,0,0,1
X360,Racing,THQ,0.11,0.01,0.0,0.01,0.14,E,Excelente,2,3,0
X360,Racing,THQ,0.13,0.0,0.0,0.01,0.14,E,Malo,2,3,0
X360,Racing,THQ,0.14,0.01,0.0,0.01,0.15,E,Malo,2,3,0
X360,Racing,THQ,0.17,0.0,0.0,0.01,0.18,E,Malo,2,3,0
X360,Racing,THQ,0.22,0.01,0.0,0.02,0.25,E,Aceptable,2,3,0
X360,Racing,THQ,0.22,0.34,0.0,0.07,0.63,T,Aceptable,0,0,0
X360,Racing,THQ,0.25,0.31,0.0,0.07,0.64,T,Bueno,0,0,0
X360,Racing,THQ,0.37,0.13,0.0,0.04,0.55,E,Aceptable,0,0,0
X360,Racing,THQ,0.52,0.14,0.0,0.06,0.72,E,Bueno,0,0,1
X360,Racing,THQ,0.55,0.08,0.0,0.06,0.68,E,Aceptable,0,0,1
X360,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,E10+,Aceptable,2,3,0
X360,Racing,Ubisoft,0.25,0.37,0.0,0.07,0.7,T,Excelente,0,0,1
X360,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,T,Bueno,0,0,1
X360,Role-Playing,Activision,0.9,0.39,0.0,0.12,1.41,M,Excelente,5,0,1
X360,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,T,Bueno,0,6,1
X360,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,T,Aceptable,2,1,0
X360,Role-Playing,Bethesda Softworks,5.08,2.8,0.1,0.86,8.84,M,Excelente,7,2,4
X360,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,M,Bueno,0,6,1
X360,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,T,Bueno,2,1,0
X360,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,M,Malo,2,3,0
X360,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,M,Malo,2,3,0
X360,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,M,Aceptable,2,3,0
X360,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,M,Aceptable,2,0,0
X360,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,M,Excelente,0,5,1
X360,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,M,Excelente,5,5,2
X360,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,M,Excelente,3,5,2
X360,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,M,Excelente,3,5,2
X360,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,M,Malo,2,3,0
X360,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,M,Malo,2,3,0
X360,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,T,Malo,2,3,0
X360,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,T,Aceptable,2,1,0
X360,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,M,Malo,2,1,0
X360,Role-Playing,Microsoft Game Studios,0.19,0.08,0.0,0.02,0.29,T,Aceptable,2,3,0
X360,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,T,Bueno,0,6,1
X360,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,T,Bueno,0,6,1
X360,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,M,Excelente,3,2,3
X360,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,M,Excelente,3,2,3
X360,Role-Playing,Namco Bandai Games,0.49,0.18,0.01,0.07,0.75,T,Excelente,0,5,1
X360,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,M,Excelente,0,0,1
X360,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,T,Aceptable,2,3,0
X360,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,T,Bueno,2,1,0
X360,Role-Playing,SouthPeak Games,0.41,0.22,0.0,0.07,0.7,M,Malo,0,0,1
X360,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,M,Aceptable,2,1,0
X360,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,T,Aceptable,2,1,0
X360,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,T,Aceptable,2,3,0
X360,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,T,Aceptable,2,1,0
X360,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,T,Bueno,0,6,1
X360,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,T,Aceptable,0,1,1
X360,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,T,Bueno,0,5,1
X360,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.17,T,Excelente,5,5,2
X360,Role-Playing,Success,0.07,0.0,0.0,0.01,0.07,M,Malo,2,3,0
X360,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,T,Aceptable,2,3,0
X360,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,0.93,M,Excelente,0,0,1
X360,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,M,Malo,2,3,0
X360,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,T,Malo,2,3,0
X360,Shooter,505 Games,0.33,0.19,0.0,0.05,0.57,M,Bueno,0,0,0
X360,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,M,Aceptable,0,5,1
X360,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,T,Aceptable,2,3,0
X360,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,M,Malo,2,3,0
X360,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,M,Bueno,2,3,0
X360,Shooter,Activision,0.24,0.05,0.0,0.02,0.32,M,Bueno,2,3,0
X360,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,T,Bueno,2,0,0
X360,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,M,Bueno,0,0,0
X360,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,T,Aceptable,2,0,0
X360,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,M,Bueno,2,0,0
X360,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,M,Malo,0,0,0
X360,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,T,Excelente,5,5,2
X360,Shooter,Activision,1.84,0.04,0.01,0.16,2.05,T,Excelente,5,5,2
X360,Shooter,Activision,4.83,1.9,0.0,0.7,7.42,M,Excelente,7,2,3
X360,Shooter,Activision,5.95,2.37,0.13,0.9,9.35,M,Excelente,6,2,4
X360,Shooter,Activision,6.75,2.58,0.04,0.91,10.28,M,Bueno,6,2,4
X360,Shooter,Activision,8.25,4.26,0.07,1.12,13.69,M,Excelente,6,4,5
X360,Shooter,Activision,9.06,4.26,0.13,1.33,14.77,M,Excelente,6,4,5
X360,Shooter,Activision,9.73,3.7,0.11,1.13,14.67,M,Excelente,6,2,5
X360,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,E10+,Malo,2,3,0
X360,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,M,Malo,2,0,0
X360,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,M,Aceptable,2,5,0
X360,Shooter,Bethesda Softworks,0.28,0.15,0.0,0.04,0.47,M,Aceptable,2,0,0
X360,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,T,Aceptable,0,5,1
X360,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,M,Excelente,5,5,1
X360,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,T,Malo,2,1,0
X360,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,T,Aceptable,0,6,1
X360,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,M,Malo,2,3,0
